nombre_razon_social;tipo_documento;numero_identificacion;digito_verificacion;codigo_sucursal;nombre_sucursal;clase_aportante;naturaleza_juridica;tipo_persona;formato_presentacion;direccion_correspondencia;codigo_ciudad;codigo_departamento;actividad_economica;telefono;fax;email;identificacion_rl;digito_verificacion_rl;fecha_inicio_concordato;tipo_accion;fecha_fin_actividades_comerciales;codigo_operador;periodo_pago;tipo_aportante;fecha_matricula_mercantil;cod_depto;exonerado_pago_salid;acoge_beneficios;dir_origen;fecha_planilla;periodo_cotizacion;cd_planilla;fecharegistro
Empresa Prueba;NI;899999034;1;11;ACTIVOS - DIGENERAL;A;1;J;S;CALLE 57 # 8-69;1;11;8414;5461600;;prueba@prueba.com.co;13469777;0;;0;;7;2019-12;1;;0;N;N;;;2019-12;7742203807;28/01/2020 07:10
Empresa Prueba;NI;811033557;4;;;A;2;J;U;CRA 52 7 SUR 96;1;5;7820;4444013;;prueba@prueba.com.co;17119538;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401890665;18/01/2020 09:00
Empresa Prueba;NI;811025401;0;;;A;2;J;U;CALLE 51 49-11;1;5;7490;4485744;0;prueba@prueba.com.co;98545306;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9402036676;25/01/2020 07:07
Empresa Prueba;NI;800068462;4;;;A;2;J;U;CL 4BIS 53C - 50;1;11;8129;4204893;2619732;prueba@prueba.com.co;19379356;0;;0;;83;2020-01;1;;0;S;N;;;2020-01;39999267;15/01/2020 09:53
Empresa Prueba;NI;900335241;1;;;B;2;J;U;AV. CALLE 26 NO. 69 B 45;1;11;5611;7455690;;prueba@prueba.com.co;11511500;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401784445;14/01/2020 11:22
Empresa Prueba;NI;890270661;5;3;BUSETAS Y TAXIS;B;2;J;S;CLL 11 NO 13 28 BRR LA MERCED;101;68;4921;5697016;;prueba@prueba.com.co;7926282;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401797607;15/01/2020 09:53
Empresa Prueba;NI;800106404;0;30;COLVATEL;A;2;J;S;AVENIDA 8 NORTE # 23 N- 64;1;76;7820;3989999;6907953;prueba@prueba.com.co;94410818;0;;0;;83;2019-10;1;;0;S;N;;;2019-10;40101572;28/01/2020 07:10
Empresa Prueba;NI;860009578;6;;;A;2;J;U;CRA 11 NO 90 20;1;11;7490;2186977;2186977;prueba@prueba.com.co;17093529;0;;0;;83;2020-01;1;;0;S;N;;;2020-01;40073233;21/01/2020 09:47
Empresa Prueba;NI;860025913;8;;;A;2;J;U;CRA 63 NO 17-92;1;11;8121;7480808;0;prueba@prueba.com.co;80410182;0;;0;;84;2019-06;1;;0;S;N;;;2019-06;9401981267;25/01/2020 07:07
Empresa Prueba;NI;900840044;2;;;B;2;J;U;KR 11 75 71;1;11;8110;2110401;;prueba@prueba.com.co;64578278;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401797422;15/01/2020 09:53
Empresa Prueba;NI;811004659;3;20;SECRETARIA DE SALUD;A;2;J;S;CL 49 50 21;1;5;7490;5122060;;prueba@prueba.com.co;8244624;0;;0;;84;2020-01;1;;0;N;N;;;2020-01;9401943831;23/01/2020 08:26
Empresa Prueba;NI;890399010;6;21;SEDES REGIONALES;A;1;J;S;CL 13 SUR #100 - 00 MELENEDEZ;1;76;8544;3212215;0;prueba@prueba.com.co;6401000;0;;0;;88;2019-12;3;;0;N;N;;;2019-12;1026576364;11/01/2020 08:40
Empresa Prueba;NI;900190780;5;;;B;2;J;U;CRA 8 12 35;1;11;5611;3417442;;prueba@prueba.com.co;52710190;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401979288;24/01/2020 08:10
Empresa Prueba;NI;860025913;8;;;A;2;J;U;CRA 63 NO 17-92;1;11;8121;7480808;;prueba@prueba.com.co;80410182;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9402034472;28/01/2020 08:12
Empresa Prueba;CC;15388679;0;;;I;2;N;U;CLL 28 # 17-25 APT 314;615;5;4290;6146824;;prueba@prueba.com.co;15388679;0;;0;;7;2020-01;2;;0;S;N;;;2020-01;7741341424;14/01/2020 10:58
Empresa Prueba;NI;890924431;6;1;OFICINA MEDELLIN;A;2;J;S;CRA. 50 C NO. 10 SUR 120 OFICINA 101;1;5;7820;2395900;0;prueba@prueba.com.co;8275220;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401859416;18/01/2020 07:30
Empresa Prueba;NI;800041433;3;23;RESORTES HERCULES S A;B;2;J;S;AV 3 NORTE #35 AN - 59;1;76;7490;6410601;;prueba@prueba.com.co;6386969;0;;0;;88;2019-12;1;;0;S;N;;;2019-12;1026451306;25/01/2020 08:08
Empresa Prueba;NI;900341495;1;6;CONTRALORIA DEL PUTUMAYO;B;2;J;S;KM 2 VIA PALERMO;1;86;8129;8716591;;prueba@prueba.com.co;7718765;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401680238;25/01/2020 07:56
Empresa Prueba;NI;800125313;1;1;PRINCIPAL 01;A;2;J;S;CALLE17N NO. 4 N 25;1;76;7820;6856700;0;prueba@prueba.com.co;16728339;0;;0;;84;2019-10;1;;0;S;N;;;2019-10;9402031451;25/01/2020 07:07
Empresa Prueba;NI;899999034;1;11;ACTIVOS - DIGENERAL;A;1;J;S;CALLE 57 # 8-69;1;11;8414;5461600;;prueba@prueba.com.co;13469777;0;;0;;7;2020-01;1;;0;N;N;;;2020-01;7741861622;21/01/2020 09:47
Empresa Prueba;NI;900843898;9;;;A;2;J;U;CALLE 93 #19-58;1;11;6201;7452340;;prueba@prueba.com.co;1136881540;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401928180;25/01/2020 07:56
Empresa Prueba;NI;890327120;1;4;MEDELLIN;A;2;J;S;CALLE 19 NORTE # 2N - 29 TORRE DE CALI;1;5;7820;6845240;;prueba@prueba.com.co;66987159;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9402150600;28/01/2020 08:11
Empresa Prueba;NI;890915475;1;;;A;2;J;U;CRA 52 23-54 AVE. GUAYABAL;1;5;4690;3505000;;prueba@prueba.com.co;71596445;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401912525;21/01/2020 09:47
Empresa Prueba;NI;800237456;5;;;A;3;J;U;CL 14 52 A 174;1;5;7490;3897000;;prueba@prueba.com.co;51770218;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401801102;16/01/2020 09:49
Empresa Prueba;NI;830116920;1;;;B;2;J;U;CLL 75 58 30;1;11;7310;6943045;4661048;prueba@prueba.com.co;79565242;0;;0;;83;2020-01;1;;0;S;N;;;2020-01;39687459;11/01/2020 11:01
Empresa Prueba;NI;830081566;4;;;B;2;J;U;CL 15 12 57;1;11;4663;7439050;;prueba@prueba.com.co;79327281;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401815371;15/01/2020 09:53
Empresa Prueba;NI;901046680;5;;;A;2;J;U;CALLE 4 NO 66 B 12;1;76;5229;3770937;;prueba@prueba.com.co;31909008;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401976765;24/01/2020 08:10
Empresa Prueba;NI;901025159;9;;;B;2;J;U;CALLE 73 # 1H 82;1;76;4329;4058802;3080450;prueba@prueba.com.co;6254454;0;;0;;88;2019-12;1;;0;S;N;;;2019-12;1026975167;23/01/2020 07:13
Empresa Prueba;NI;860007538;2;INDEPEND;INDEPEND;A;2;J;S;CALLE 73 813;1;11;1063;3136700;2170093;prueba@prueba.com.co;10097155;0;;0;;86;2019-12;1;;0;N;N;;;2019-12;17165237;18/01/2020 07:30
Empresa Prueba;NI;900491889;0;;;A;2;J;U;CALLE 66 NO 67- 123;1;11;4661;3697300;;prueba@prueba.com.co;73151488;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401796778;22/01/2020 08:48
Empresa Prueba;NI;900460759;9;;;B;2;J;U;CALLE 90 NO. 60B-08;1;11;8010;7466918;;prueba@prueba.com.co;1026255757;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401925367;22/01/2020 06:22
Empresa Prueba;NI;890904478;6;;;A;2;J;U;CALLE 74 #64A 51;1;5;7490;4455555;3148145483;prueba@prueba.com.co;71632095;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401934778;22/01/2020 08:47
Empresa Prueba;NI;890922447;4;;;A;2;J;U;CR 25 N 3 45 MALL DEL ESTE PISO 2;1;5;4210;4480029;;prueba@prueba.com.co;42895563;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401468178;15/01/2020 10:17
Empresa Prueba;NI;900775475;5;;;B;2;J;U;CL 40 5 82;1;23;4663;7824134;0;prueba@prueba.com.co;19339273;0;;0;;83;2019-12;1;;0;S;N;;;2019-12;39967934;21/01/2020 08:02
Empresa Prueba;NI;901185308;5;;;B;2;J;U;CALLE 73 7 31 PISO 3;1;11;8551;2122300;;prueba@prueba.com.co;2444611;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401815931;15/01/2020 09:52
Empresa Prueba;NI;901046680;5;;;A;2;J;U;CALLE 4 NO 66 B 12;1;76;5229;3770937;;prueba@prueba.com.co;31909008;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9402135954;28/01/2020 08:12
Empresa Prueba;NI;900430055;4;1;GRUPO EMPRESARIAL;B;2;J;S;CALLE 30 4-12;1;23;8414;7814810;;prueba@prueba.com.co;34985079;0;;0;;7;2019-12;1;;0;S;N;;;2019-12;7740383417;15/01/2020 07:54
Empresa Prueba;NI;800215465;7;130;BUCARAMANGA CAFE MADRID;B;2;J;S;TV 74 82B 05;1;68;7490;5082230;;prueba@prueba.com.co;285552;0;;0;;84;2020-01;1;;0;N;N;;;2020-01;9401722111;17/01/2020 09:13
Empresa Prueba;NI;860025461;0;;;A;2;J;U;CLL 24F 94 51;1;11;5511;4100099;;prueba@prueba.com.co;60262916;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401846684;16/01/2020 09:49
Empresa Prueba;NI;830048145;8;;;A;2;J;U;CRA 18 N 79A42;1;11;7490;6337150;;prueba@prueba.com.co;80190866;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401796341;14/01/2020 11:22
Empresa Prueba;NI;900959148;2;3;TECNICO;C;2;J;S;CARRERA 54 A 46 69 SUR;1;11;7110;3045981423;;prueba@prueba.com.co;1016009260;0;;0;;83;2020-01;1;;0;S;N;;;2020-01;40001269;16/01/2020 09:30
Empresa Prueba;NI;900797281;8;;;D;2;J;U;CALLE 68 D BIS N 20D 63 SUR;1;11;4111;4589735;;prueba@prueba.com.co;79770421;0;;0;;84;2020-01;1;;11;S;S;;;2020-01;9401903071;21/01/2020 09:47
Empresa Prueba;NI;890916883;8;0;PERSONAL EN MISION;A;2;J;S;CR 48 # 32B SUR 139 OFC 906;266;5;7490;5762460;0;prueba@prueba.com.co;98527986;0;;0;;84;2019-06;1;;0;S;N;;;2019-06;9402138952;28/01/2020 07:09
Empresa Prueba;NI;860523408;6;;;A;2;J;U;CRA 45 N 84-97;1;68;8110;3782999;;prueba@prueba.com.co;19326136;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401835993;18/01/2020 08:47
Empresa Prueba;NI;900438440;3;;;D;2;J;U;CRA 45 # 25-23;1;5;4330;4489018;;prueba@prueba.com.co;73083701;0;;0;;7;2020-01;1;;5;S;S;;;2020-01;7741192038;14/01/2020 10:58
Empresa Prueba;NI;800020719;4;8;CALI;A;2;J;S;CLL 38N # 3CN-92;1;76;7820;6089901;;prueba@prueba.com.co;16694378;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401990308;25/01/2020 08:08
Empresa Prueba;NI;800042522;5;;;B;2;J;U;CRA 50 NO. 80 SUR -80;380;5;8414;4482599;2793889;prueba@prueba.com.co;70107734;0;;0;;51;2019-12;1;;0;S;N;;;2019-12;7741265205;15/01/2020 10:17
Empresa Prueba;NI;830142761;7;;;A;2;J;U;CALLE 6 4 80;646;15;510;7432182;0;prueba@prueba.com.co;4234414;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401989043;25/01/2020 07:07
Empresa Prueba;NI;800020719;4;8;CALI;A;2;J;S;CLL 38N # 3CN-92;1;76;7820;6089901;;prueba@prueba.com.co;16694378;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9402145079;28/01/2020 08:23
Empresa Prueba;NI;890900375;8;1;TEJAR SAN JOSE LTDA;A;2;J;S;CL 69 57 161;360;5;7490;3220702;;prueba@prueba.com.co;70084009;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401895370;18/01/2020 09:00
Empresa Prueba;NI;900595360;4;;;B;2;J;U;CALLE 17 69 46;1;11;7110;7441133;;prueba@prueba.com.co;88139201;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401283624;15/01/2020 09:53
Empresa Prueba;NI;800077198;2;;;A;2;J;U;CRA 48 SUR # 90-151;1;73;4649;2771660;;prueba@prueba.com.co;71791325;0;;0;;83;2020-01;1;;0;S;N;;;2020-01;39855204;14/01/2020 10:58
Empresa Prueba;NI;900001876;4;;;B;2;J;U;DIAGONAL 58 SUR N 29-18;1;11;9499;2309666;;prueba@prueba.com.co;93393509;0;;0;;84;2020-01;1;;0;N;N;;;2020-01;9401945307;22/01/2020 08:47
Empresa Prueba;NI;891800498;1;20;SENTENCIAS2020;A;1;J;S;CALLE 20 9 90;1;15;8412;7420150;7420222;prueba@prueba.com.co;4209025;0;;0;;86;2015-06;1;;0;N;N;;;2015-06;17151951;24/01/2020 07:12
Empresa Prueba;NI;901176031;2;2;ADMON;B;2;J;S;CRR 104 B N 97 A 03;45;5;4290;8281678;;prueba@prueba.com.co;98637169;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401656478;14/01/2020 11:22
Empresa Prueba;NI;860529344;0;;;A;2;J;U;CALLE 17A 68D-04;1;11;4923;7459870;;prueba@prueba.com.co;17074049;0;;0;;84;2020-02;1;;0;S;N;;;2020-02;9402138595;28/01/2020 08:11
Empresa Prueba;NI;800023622;2;;;A;2;J;U;CRA 31 NO 46-200 SECTOR LA MARIA;148;5;125;5432683;;prueba@prueba.com.co;71744085;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401738193;11/01/2020 11:29
Empresa Prueba;CC;79319447;0;;;I;2;N;U;CLL 12 C 71 C 30 TOR3 AP 1104;1;11;7490;5555555;;prueba@prueba.com.co;;0;;0;;84;2020-01;2;;0;S;N;;;2020-01;9401250515;16/01/2020 06:30
Empresa Prueba;NI;860007336;1;1;PRINCIPAL;A;2;J;S;CLL 26 N 25 50;1;11;7490;3192295826;;prueba@prueba.com.co;8268605;0;;0;;88;2019-12;1;;0;S;N;;;2019-12;1026702561;14/01/2020 11:22
Empresa Prueba;NI;800236577;3;;;B;2;J;U;CARRERA 1 N 513 CENTRO;473;25;4921;8277320;8274061;prueba@prueba.com.co;4285485;0;;0;;86;2019-12;1;;0;S;N;;;2019-12;17178459;22/01/2020 07:30
Empresa Prueba;NI;890929877;1;1;PRINCIPAL;A;2;J;S;CRA 23 27-33;1;11;5612;5082424;;prueba@prueba.com.co;80412390;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401699483;16/01/2020 09:49
Empresa Prueba;NI;900919933;7;;;A;2;J;U;CRA 9 # 9 - 49 OFI 308;1;76;7830;8817508;0;prueba@prueba.com.co;1144077499;0;;0;;83;2019-12;1;;0;S;N;;;2019-12;40106155;23/01/2020 07:12
Empresa Prueba;CC;27758861;0;;;I;2;N;U;CARRERA 26 31 66 APT 1106;1;68;7490;6945169;0;prueba@prueba.com.co;;0;;0;;84;2019-12;2;;0;N;N;;;2019-12;9401962531;23/01/2020 07:12
Empresa Prueba;NI;900292343;8;;;B;2;J;U;KM 28 VIA CAJICA;126;25;5613;8660280;;prueba@prueba.com.co;197101;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401823332;15/01/2020 09:53
Empresa Prueba;NI;890480123;5;;;A;1;J;U;CARRERA 6 NO 36 -100;1;13;7490;6600684;;prueba@prueba.com.co;6819814;0;;0;;84;2020-01;3;;0;N;N;;;2020-01;9401371186;16/01/2020 09:30
Empresa Prueba;NI;830016868;7;PPAL;PRINCIPAL;A;2;J;S;KM 11 RECTA PALMIRA CALI ITALCOL PISO 3;520;76;124;2818900;2818900;prueba@prueba.com.co;19486994;0;;0;;83;2019-12;1;;0;S;N;;;2019-12;39853896;18/01/2020 09:00
Empresa Prueba;NI;860090915;9;;;A;2;J;U;CALLE 70 # 9-32;1;11;7820;5940530;5459190;prueba@prueba.com.co;20041626;0;;0;;83;2019-12;1;;0;S;N;;;2019-12;40142264;24/01/2020 06:17
Empresa Prueba;NI;890913990;4;;;A;2;J;U;CALLE 14 48-33 OFC 815;1;5;7810;4447600;;prueba@prueba.com.co;43636994;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401969455;24/01/2020 08:10
Empresa Prueba;NI;899999040;4;97;SUPERNUMERARIOS;A;1;J;S;AVENIDA CALLE 26 NO. 51-50;1;11;8413;2202880;2207633;prueba@prueba.com.co;79154152;0;;0;;2;2020-01;1;;0;N;N;;;2020-01;7741427280;14/01/2020 10:58
Empresa Prueba;NI;900359224;1;7;MONTERIA;B;2;J;S;CRA 15 A N 9 A- 47;1;23;8414;7900000;;prueba@prueba.com.co;1065011239;0;;0;;82;2019-12;1;;0;S;N;;;2019-12;4318477051;14/01/2020 08:58
Empresa Prueba;NI;900519765;1;;;B;2;J;U;CLL 19 NO 5 - 30 OF 2201 ED BACATA;376;5;112;6683030;;prueba@prueba.com.co;19266860;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401861960;17/01/2020 09:29
Empresa Prueba;NI;811003486;1;7;QUIPUX GOBERNACION;B;2;J;S;CL 42 52 186;1;5;6201;3137000;;prueba@prueba.com.co;71670300;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401849016;16/01/2020 09:49
Empresa Prueba;NI;800157025;0;;;B;2;J;U;CL 15 15 115 PTO ISAAC;892;76;4690;26959501;;prueba@prueba.com.co;93411149;0;;0;;83;2020-01;1;;0;S;N;;;2020-01;40054852;23/01/2020 08:12
Empresa Prueba;CC;7723876;0;;;I;2;N;U;CALLE 72 N 5-22;1;41;8414;8768960;;prueba@prueba.com.co;7723876;0;;0;;7;2019-12;2;;0;N;N;;;2019-12;7741314982;14/01/2020 08:59
Empresa Prueba;NI;830513773;8;;;A;2;J;U;CALLE 17 # 69 - 46;1;11;7490;7441133;;prueba@prueba.com.co;680300;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401911319;21/01/2020 10:04
Empresa Prueba;NI;860529344;0;;;A;2;J;U;CALLE 17A 68D-04;1;11;4923;7459870;0;prueba@prueba.com.co;17074049;0;;0;;84;2013-08;1;;0;S;N;;;2013-08;9401647286;24/01/2020 07:12
Empresa Prueba;NI;901067786;7;;;A;2;J;U;CRA 49 N 76;1;8;7490;3199820;;prueba@prueba.com.co;12611674;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401927695;23/01/2020 08:26
Empresa Prueba;NI;830127591;9;;;B;2;J;U;AV CALLE 80 92 67;1;11;4752;5474067;;prueba@prueba.com.co;52523507;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9402075928;28/01/2020 08:11
Empresa Prueba;CC;20749516;0;;;I;2;N;U;CALLE 78A NO 101 70;1;11;90;0;0;prueba@prueba.com.co;;0;;0;;86;2020-01;2;;0;N;N;;;2020-01;17071369;25/01/2020 07:07
Empresa Prueba;NI;860060265;1;;;B;2;J;U;CLL. 110 N. 9 25 OFC 913;1;11;2511;6296495;0;prueba@prueba.com.co;2879647;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401910122;21/01/2020 08:02
Empresa Prueba;NI;900083863;1;;;A;2;J;U;CRA 2271 79;1;17;1040;8982322;;prueba@prueba.com.co;16783144;0;;0;;86;2020-01;1;;0;S;N;;;2020-01;17142787;16/01/2020 09:30
Empresa Prueba;NI;890327120;1;4;MEDELLIN;A;2;J;S;CALLE 19 NORTE # 2N - 29 TORRE DE CALI;1;5;7820;6845240;;prueba@prueba.com.co;66987159;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401933419;23/01/2020 08:12
Empresa Prueba;NI;900156264;2;;;A;2;J;U;CARRERA 85 K # 46 A 66;1;11;6521;4193000;4193060;prueba@prueba.com.co;79267821;0;;0;;7;2019-12;1;;0;S;N;;;2019-12;7742129526;25/01/2020 07:08
Empresa Prueba;NI;890916883;8;0;PERSONAL EN MISION;A;2;J;S;CR 48 # 32B SUR 139 OFC 906;266;5;7490;5762460;;prueba@prueba.com.co;98527986;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401778447;22/01/2020 09:03
Empresa Prueba;NI;900341495;1;8;ENDOTEK;B;2;J;S;KM 2 VIA PALERMO;1;41;8129;8716591;0;prueba@prueba.com.co;7718765;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401631920;28/01/2020 07:09
Empresa Prueba;NI;890324177;5;MEDICOS;3;A;2;J;S;CARRERA 98 NO 18-49;1;76;8610;3319090;;prueba@prueba.com.co;10250125;0;;0;;84;2019-12;1;;0;N;N;;;2019-12;9402028932;25/01/2020 07:56
Empresa Prueba;NI;890209698;9;1;CHICAMOCHA;A;2;J;S;CALLE 40 N 27A 22;1;68;8511;6459680;6459680;prueba@prueba.com.co;5767193;0;;0;;86;2020-01;1;;0;S;N;;;2020-01;17103931;16/01/2020 09:30
Empresa Prueba;NI;890207037;1;;;A;2;J;U;CENTRO COMERCIAL CAÑAVERAL;1;11;144;6380192;0;prueba@prueba.com.co;63345039;0;;0;;84;2019-09;1;;0;S;N;;;2019-09;9401887803;18/01/2020 07:30
Empresa Prueba;NI;900954159;0;;;A;2;J;U;CR 20 G # 68-21;1;11;7490;7777777;0;prueba@prueba.com.co;79753249;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401877596;21/01/2020 08:02
Empresa Prueba;NI;800106404;0;30;COLVATEL;A;2;J;S;AVENIDA 8 NORTE # 23 N- 64;1;76;7820;3989999;6907953;prueba@prueba.com.co;94410818;0;;0;;83;2019-10;1;;0;S;N;;;2019-10;40091987;22/01/2020 07:31
Empresa Prueba;NI;900761031;8;;;D;2;J;U;CRA 2 N 13 48;1;41;4631;8740472;8740472;prueba@prueba.com.co;55156887;0;;0;;86;2019-12;1;;4010;S;N;;;2019-12;17117464;11/01/2020 08:38
Empresa Prueba;NI;800237456;5;;;A;3;J;U;CL 14 52 A 174;1;5;7490;3897000;;prueba@prueba.com.co;51770218;0;;0;;84;2019-11;1;;0;S;N;;;2019-11;9401985716;28/01/2020 08:23
Empresa Prueba;NI;901283244;2;;;A;2;J;U;CRA 30 # 6-06;1;76;4330;5188088;;prueba@prueba.com.co;31955259;0;;0;;84;2020-02;1;;0;S;N;;;2020-02;9402149229;28/01/2020 08:11
Empresa Prueba;NI;900657570;1;1;BOCATOMAS;B;2;J;S;CALLE 99 # 14-49;1;11;9499;7442320;;prueba@prueba.com.co;79944120;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401782377;14/01/2020 10:58
Empresa Prueba;NI;812001561;0;;;B;2;J;U;CALLE 28A # 23 - 03 BARRIO SAN JOSE;1;23;4645;7918080;0;prueba@prueba.com.co;52007844;0;;0;;84;2019-12;1;;0;S;N;;;2019-12;9401364074;14/01/2020 08:58
Empresa Prueba;NI;900397380;2;;;B;2;J;U;CIRCULAR 8 16 229;604;5;4112;;8316950;prueba@prueba.com.co;1020404652;0;;0;;86;2020-01;1;;0;S;N;;;2020-01;17166508;18/01/2020 08:47
Empresa Prueba;NI;900836443;2;13;UNION TEMPORAL EL SILENCIO;B;2;J;S;VEREDA EL SILENCIO;147;5;7490;8281678;;prueba@prueba.com.co;43755127;0;;0;;84;2020-01;1;;0;S;N;;;2020-01;9401803050;15/01/2020 09:52
